,event_id,id,name,profilePicture,url,category
45,1700106953398653,36168963452,Chasin' Mason,https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-1/p100x100/18527622_10155353153468453_310493120157367566_n.jpg?_nc_cat=0&oh=5c0e4c423131150f40dd451092abbd6a&oe=5BAF3B45,https://www.facebook.com/chasinmasonmusic/,Music
46,154222962101858,1423381621300400,The Umbrella Bar,https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-1/p100x100/22819_1423384574633438_2694925784701347812_n.jpg?_nc_cat=0&oh=203526dfde983c36a083e8789af9c2e2&oe=5BC4B51B,https://www.facebook.com/umbrellabarattherock/,Sports Bar
47,154222962101858,181465235320018,The Rock Sports Complex,https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-1/p100x100/1000238_391677720965434_1575746712_n.jpg?_nc_cat=0&oh=315ca78b3c865c93c2718c44cc5d1679&oe=5BBB6026,https://www.facebook.com/RockComplex/,"Stadium, arena and sports venue"
0,1082443091896612,1814985335396891,Szymczak Racers - Running against Limb Girdle Muscular Dystrophy,https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-1/c4.0.100.100/p100x100/13438922_1814985495396875_6984284228850784892_n.jpg?_nc_cat=0&oh=fc2879488a3d5da96ad8be2dc3801a64&oe=5BAF543D,https://www.facebook.com/SzymczakRacers/,Charity
1,379160775926892,1483914975270823,Detour,https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-1/p100x100/30414587_1986532818342367_2953883841091076096_n.jpg?_nc_cat=0&oh=80cc3bbdf1e22b9ba97db0899311a9eb&oe=5BB34F01,https://www.facebook.com/detourmilwaukee/,Band
2,379160775926892,643763302318412,Portofino Bay,https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-1/c25.0.100.100/p100x100/1016058_643765025651573_758749165_n.jpg?_nc_cat=0&oh=7e0bb36ecd35766785fad393f5c8e6aa&oe=5BA5BC3A,https://www.facebook.com/PortofinoBay/,Restaurant
3,1447292358680699,55242959462,Harley-Davidson Museum,https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-1/p100x100/10686838_10152756145259463_2191738783279286753_n.jpg?_nc_cat=0&oh=ed606deaaed0edbab0037e6d00fe69af&oe=5BC3F04D,https://www.facebook.com/hdmuseum/,History Museum
4,1447292358680699,20060875764,Harley-Davidson,https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-1/c10.0.100.100/p100x100/13450781_10153762629865765_6592153105733861246_n.jpg?_nc_cat=0&oh=bcb39bbd76b8f08680d992f78a562378&oe=5BB87ED3,https://www.facebook.com/harley-davidson/,Motorcycle manufacturer
5,522676421460492,36168963452,Chasin' Mason,https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-1/p100x100/18527622_10155353153468453_310493120157367566_n.jpg?_nc_cat=0&oh=5c0e4c423131150f40dd451092abbd6a&oe=5BAF3B45,https://www.facebook.com/chasinmasonmusic/,Music
0,2076264882635064,177810067314,Monona Terrace Community and Convention Center,https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-1/p100x100/562359_10150605128882315_1321103955_n.jpg?_nc_cat=0&oh=4a9425d20c4dc5b9d28e82883f338ad1&oe=5BAA7F7C,https://www.facebook.com/mtccc/,Convention centre
